actual_label,model_RF,model_LR
0,0.592386386,0.698348398
1,0.499765004,0.422127481
0,0.474929337,0.534042161
0,0.518478958,0.517619572
1,0.461180623,0.419637323
0,0.409309011,0.33373523
0,0.519405647,0.390935049
0,0.36881946,0.370247799
0,0.569727638,0.65112208
1,0.66512672,0.737518043
0,0.483040046,0.412879694
1,0.713307201,0.755968306
0,0.349166159,0.705171402
0,0.477914746,0.46643035
1,0.484327626,0.402720279
1,0.4129311,0.37025029
1,0.625902303,0.633605994
1,0.522576873,0.488210737
1,0.42980711,0.391067873
1,0.608998955,0.710929657
1,0.509370925,0.500460968
0,0.381058179,0.370882211
0,0.192345975,0.000547002
1,0.449950021,0.416340627
1,0.640577052,0.897170147
0,0.482040028,0.304653724
1,0.582149699,0.465680939
0,0.492599321,0.398764656
1,0.654268559,0.700848794
1,0.42625174,0.360472343
1,0.661413214,0.869411651
0,0.435997775,0.319262742
0,0.493388781,0.519482934
1,0.697147393,0.953755239
1,0.408316561,0.325467146
1,0.579155105,0.622988861
0,0.534407713,0.459513134
1,0.506400717,0.496867003
1,0.622444773,0.525418292
1,0.655509702,0.565256951
0,0.483102655,0.424406824
0,0.552504398,0.545492575
0,0.498314594,0.495960196
0,0.575347349,0.594317867
1,0.860988783,0.936249024
0,0.432041218,0.450849463
0,0.375793748,0.481041198
1,0.513554089,0.479927047
1,0.708326869,0.901275821
1,0.469199533,0.410671037
1,0.482349214,0.50778452
1,0.578848493,0.553917
1,0.518666945,0.511846945
0,0.442276167,0.65747214
0,0.45955621,0.407216001
1,0.579363428,0.519852467
0,0.446918917,0.433452952
1,0.663752138,0.705545522
1,0.553881269,0.331615897
1,0.497366434,0.538101063
0,0.630512831,0.644903781
0,0.511714573,0.475529731
1,0.379082581,0.243245858
0,0.39386383,0.358066068
1,0.669956613,0.713160187
0,0.307986363,0.282109926
0,0.370940042,0.379854472
1,0.675538851,0.683721211
0,0.371717955,0.601239608
0,0.432824168,0.410808131
0,0.599490533,0.576642378
1,0.591440394,0.629900101
0,0.47011545,0.46069192
0,0.510198365,0.638450618
0,0.367448541,0.419765977
0,0.452216273,0.544085208
1,0.52872785,0.48265795
1,0.527257127,0.674157258
1,0.630495572,0.620328438
1,0.593905465,0.822413214
1,0.576424019,0.771445375
0,0.2352417,0.269421408
0,0.499702872,0.532199895
0,0.42206569,0.345539974
0,0.473788738,0.405900384
1,0.498754314,0.431691108
0,0.623631935,0.731608605
1,0.579203375,0.503799948
0,0.417852051,0.416965864
1,0.481506334,0.440676327
1,0.690029134,0.665994765
0,0.345841513,0.450542944
1,0.562869367,0.663617974
0,0.432643112,0.402149018
1,0.452681994,0.507526559
0,0.489843248,0.494729563
1,0.693334003,0.654156956
0,0.336638924,0.24154513
1,0.46363761,0.342602048
1,0.661127247,0.79650929
1,0.685450192,0.478481717
0,0.51428994,0.586088148
1,0.647262525,0.801032892
1,0.594525143,0.713383149
0,0.458220194,0.458220574
0,0.485621759,0.406467304
1,0.465732905,0.468925402
0,0.517155172,0.498056177
0,0.529929007,0.722343587
1,0.728312787,0.541803286
0,0.318546414,0.376113674
0,0.446247816,0.515669329
0,0.382343412,0.309872653
0,0.561468615,0.550280138
0,0.473705347,0.410641859
0,0.479747648,0.408096012
0,0.493812119,0.477003565
1,0.613923971,0.56717868
1,0.458225237,0.370546552
0,0.473837134,0.590824658
0,0.382156791,0.343751615
0,0.422378351,0.737055215
1,0.590537913,0.694377767
0,0.506341311,0.369455917
1,0.627674696,0.626638578
0,0.326512061,0.268085597
1,0.403660635,0.594852167
1,0.491604703,0.388408096
0,0.428164723,0.402221772
1,0.561465657,0.532515279
0,0.423754862,0.341177607
0,0.526620528,0.408109385
0,0.547019222,0.527709333
1,0.525417182,0.506866856
0,0.481527551,0.39782469
0,0.589450527,0.705092989
0,0.393971915,0.341972245
1,0.468707935,0.463239576
1,0.527286362,0.530644863
0,0.470163765,0.388590097
1,0.42365044,0.420472945
0,0.407287313,0.51059585
1,0.644783984,0.614835155
0,0.462699645,0.497568327
0,0.54223298,0.462005789
0,0.493259063,0.494297753
0,0.302287038,0.30449262
1,0.422141022,0.42217769
0,0.42598881,0.442505172
1,0.54174191,0.571369612
0,0.415721491,0.329048987
1,0.572363626,0.639599245
0,0.480684448,0.442853375
1,0.639522072,0.668453583
0,0.43543385,0.351893377
1,0.534572786,0.686572788
0,0.712363658,0.77128357
0,0.334604162,0.564053218
0,0.364164412,0.411737819
1,0.481100605,0.467709898
1,0.57282461,0.528188995
1,0.640656715,0.877699156
1,0.62475024,0.708567844
0,0.407269291,0.411856098
0,0.566177555,0.47950742
0,0.446324924,0.61308782
1,0.435049998,0.396867937
1,0.462813073,0.481652843
0,0.406953928,0.390783368
1,0.699284678,0.579855811
1,0.677147723,0.740444543
1,0.423791332,0.413907489
0,0.58279568,0.848839695
0,0.475555933,0.541850196
0,0.374912065,0.292618379
0,0.521436285,0.435749479
1,0.487963669,0.496746476
0,0.404125294,0.446568906
1,0.519134212,0.482908929
1,0.341717295,0.344570225
1,0.6942119,0.646546398
0,0.479825858,0.447712391
0,0.471092107,0.416744819
1,0.492146577,0.366228614
0,0.458028081,0.445903938
0,0.380147867,0.357743747
1,0.453132328,0.467256941
1,0.585720987,0.642308765
1,0.526147598,0.511906873
0,0.544574219,0.50753501
1,0.548282638,0.508745521
1,0.530405243,0.546879905
0,0.404648031,0.468031046
0,0.535731737,0.619308962
1,0.457322396,0.461886369
0,0.388916394,0.412688268
0,0.397880906,0.380310309
0,0.485638811,0.451280332
0,0.352533096,0.390872452
0,0.416311011,0.395978108
0,0.564105835,0.581576015
0,0.441223981,0.4322116
0,0.402852421,0.441550574
1,0.353278021,0.420455635
1,0.712363658,0.717346466
0,0.566368779,0.48756078
1,0.575455405,0.843503095
0,0.474267042,0.49495317
1,0.468142597,0.552952244
1,0.418871922,0.425005706
0,0.501727011,0.46857481
1,0.510170464,0.508947868
1,0.639894397,0.634750878
1,0.410751363,0.388355113
0,0.404528585,0.368612629
1,0.57258426,0.5703287
1,0.474197757,0.394746404
1,0.448084091,0.447475331
1,0.551345907,0.718774532
0,0.55371668,0.657427753
1,0.562514651,0.570628717
1,0.685053622,0.352333572
1,0.605197973,0.505122384
1,0.558965296,0.625683789
1,0.631575676,0.373645733
1,0.261400201,0.313397443
0,0.489657134,0.404888147
1,0.481679468,0.568683664
1,0.582651547,0.641470736
0,0.382330045,0.402898312
1,0.740479543,0.797802981
1,0.733689582,0.776689972
1,0.42336014,0.398239311
0,0.318563817,0.331500729
1,0.690332458,0.714670919
0,0.376808416,0.32529545
0,0.329793437,0.309962855
0,0.471858112,0.608103315
1,0.590015827,0.556062439
0,0.365854372,0.306445422
0,0.428535679,0.471424779
1,0.397650212,0.371161922
0,0.345947577,0.448006926
0,0.263364373,0.366132088
1,0.538386105,0.519215674
0,0.562409947,0.482504549
1,0.732749485,0.587563665
1,0.33715166,0.387013293
1,0.635610668,0.689053707
1,0.406075818,0.362660135
1,0.36955355,0.385693499
1,0.383567397,0.305699454
1,0.379680324,0.322139231
0,0.414816425,0.380329074
0,0.522354055,0.527213074
0,0.400785077,0.328388627
0,0.491199666,0.364067151
1,0.578755297,0.613678032
0,0.366626633,0.398030242
1,0.41868178,0.420130041
1,0.563000382,0.546970108
1,0.50179981,0.544013553
0,0.499711639,0.432429003
0,0.531458437,0.54044921
1,0.674018251,0.710200596
0,0.551586125,0.564138671
0,0.514954148,0.502860997
1,0.614354375,0.692428763
0,0.521547521,0.465009139
0,0.321768522,0.314921198
0,0.495419804,0.539083756
1,0.455845843,0.409343063
1,0.608848521,0.48322135
1,0.491976799,0.548586211
1,0.558340324,0.551388367
0,0.411802621,0.364764003
1,0.495856618,0.461608694
0,0.460900071,0.375533045
1,0.449160939,0.263661493
0,0.468434545,0.567060954
0,0.513222019,0.478547471
1,0.708322396,0.860837146
0,0.370063749,0.394258623
0,0.289681552,0.304829
0,0.508713979,0.436433595
1,0.621756199,0.514443558
1,0.469199533,0.455056027
1,0.645427029,0.612089742
1,0.533922387,0.495260005
0,0.409905157,0.381447941
1,0.47716381,0.472502629
0,0.368611197,0.43426706
1,0.595924885,0.690459714
1,0.457358157,0.390744368
1,0.647562265,0.777287396
0,0.492544091,0.413379811
0,0.379529701,0.380264698
1,0.490914255,0.387012217
0,0.368583469,0.410053033
1,0.467860595,0.459293237
0,0.65372753,0.541223751
0,0.311879755,0.288397697
1,0.417002135,0.402198603
1,0.488388645,0.459236603
0,0.500508895,0.467453187
1,0.617373819,0.639945246
1,0.481982449,0.515556495
0,0.538887242,0.529332245
0,0.480708857,0.433727675
0,0.463899391,0.460069081
0,0.557172035,0.550358575
0,0.564329053,0.536693873
1,0.553242536,0.409077515
1,0.564325764,0.526076894
1,0.415626601,0.384065855
1,0.634131662,0.61340933
0,0.519093109,0.540867716
0,0.425029858,0.39612464
0,0.460166678,0.491255524
1,0.401624722,0.394288553
0,0.419234567,0.423651583
0,0.454462077,0.479336165
0,0.409876368,0.372944117
1,0.508587629,0.388109885
1,0.67294515,0.690567329
1,0.450826147,0.418972962
0,0.471982935,0.438591425
1,0.35627949,0.31445777
1,0.535884266,0.376494251
0,0.424290228,0.52155854
1,0.5442632,0.585549992
0,0.486015174,0.428022073
0,0.400308042,0.399322316
0,0.478273344,0.399307203
1,0.676312628,0.681837118
1,0.501150911,0.424971945
1,0.56682473,0.643658887
0,0.580177475,0.681697743
0,0.402752898,0.392105376
1,0.617990961,0.635746037
0,0.496915212,0.464977825
0,0.376847122,0.311391935
0,0.457448153,0.75446951
1,0.534160042,0.576411221
1,0.586266444,0.508862814
0,0.434425965,0.400696815
1,0.498162129,0.490558756
0,0.411045096,0.482264892
0,0.39416306,0.340335024
1,0.491411418,0.539585667
0,0.49814832,0.515336753
0,0.468771742,0.544860973
0,0.3942768,0.290758397
0,0.455115146,0.421443168
1,0.59482281,0.65786475
1,0.608316,0.485455262
1,0.515781337,0.589458807
1,0.601259052,0.757357734
1,0.41059042,0.437045756
1,0.437544881,0.381266904
1,0.379556713,0.296290851
0,0.486732244,0.441927357
1,0.622283228,0.449300689
0,0.506705473,0.860634791
1,0.479120977,0.535962264
1,0.515176181,0.451033994
1,0.524151875,0.465295766
1,0.498129512,0.458849074
1,0.550661482,0.481812268
0,0.358013198,0.416154093
1,0.459078997,0.430536205
1,0.524757555,0.471225774
1,0.662699259,0.865456664
0,0.384087329,0.437515062
0,0.399236189,0.347516832
0,0.433194441,0.369107978
0,0.617412558,0.5343346
0,0.349116657,0.289959367
0,0.486590686,0.498276571
0,0.528922654,0.555368337
1,0.476367024,0.433330444
0,0.444064936,0.394860834
0,0.39711201,0.406489739
1,0.579320454,0.49338397
0,0.442527131,0.362805766
0,0.37518299,0.509409837
1,0.531883138,0.435689717
1,0.58006231,0.597053856
0,0.345936021,0.292485307
1,0.474867851,0.436853675
1,0.617498376,0.61865092
1,0.594445206,0.632039048
0,0.38649517,0.361918556
1,0.4563314,0.322603979
0,0.410154435,0.355660623
1,0.544863688,0.463777461
1,0.526289956,0.538289418
0,0.52578559,0.604500544
1,0.447667755,0.406680595
1,0.706872887,0.832626238
0,0.308618966,0.345049135
0,0.440472539,0.336196793
1,0.59890226,0.666958562
0,0.413936721,0.462060599
0,0.564168656,0.526081729
0,0.430718494,0.483867306
1,0.744962071,0.672142807
1,0.627851122,0.65886053
1,0.593674549,0.718293088
1,0.61362454,0.541318022
0,0.436237154,0.498834716
0,0.481212319,0.445203685
0,0.441195499,0.579847435
0,0.441532603,0.513740363
0,0.473906289,0.587870703
1,0.542550561,0.545488112
0,0.507188572,0.387971605
0,0.601751436,0.534777713
1,0.387895406,0.261414098
1,0.569989394,0.490007955
1,0.618808119,0.665852595
1,0.591997999,0.74845006
0,0.453895806,0.545066688
1,0.632359384,0.769479342
1,0.605732978,0.498870312
0,0.460036883,0.45053509
1,0.519114966,0.727352961
0,0.426010129,0.372275512
1,0.438457086,0.428197665
0,0.431470041,0.354946185
0,0.418628744,0.504463445
0,0.441239398,0.441064186
0,0.568784227,0.535475208
1,0.524192313,0.560065773
1,0.666254083,0.666791518
0,0.555632304,0.530603995
1,0.642667759,0.678741451
0,0.609939119,0.588373324
1,0.510054427,0.586419421
0,0.600528442,0.596927465
1,0.568271473,0.41697494
1,0.50406681,0.345504043
0,0.380416565,0.372330392
0,0.521160203,0.477698965
0,0.466450749,0.387413721
1,0.403446376,0.566212443
1,0.568945749,0.493222598
0,0.497688125,0.383866309
0,0.641766931,0.727071084
0,0.459991225,0.358787378
0,0.625915277,0.702810413
1,0.658152294,0.522710064
1,0.547620566,0.396395019
1,0.476236213,0.338869506
1,0.458834115,0.488333698
0,0.398936405,0.345112993
0,0.393257741,0.312811397
0,0.554294566,0.555937194
1,0.420549806,0.338709129
1,0.397545638,0.373380658
1,0.49215368,0.517109983
1,0.44240144,0.449338822
0,0.561231335,0.576630731
0,0.368486788,0.387565772
0,0.497034437,0.488030117
0,0.410449544,0.466935087
0,0.495794353,0.477449404
1,0.500018614,0.56159177
0,0.494332543,0.445058121
0,0.44840792,0.383823339
1,0.478260297,0.432622975
0,0.390861201,0.367641603
1,0.474306155,0.414239239
1,0.586101813,0.549086536
1,0.485917869,0.426927709
1,0.510835359,0.582898221
0,0.56489129,0.581348354
1,0.7031633,0.866696238
1,0.625030282,0.745291737
1,0.599765726,0.576357688
0,0.65162713,0.555400084
0,0.480241402,0.370170711
1,0.521736413,0.44992253
1,0.688891687,0.877086622
1,0.483032524,0.634146352
1,0.482421226,0.546375327
0,0.442484874,0.505568474
0,0.390098642,0.390639241
1,0.460106947,0.44457474
0,0.526954946,0.631119079
1,0.589493834,0.704772559
0,0.441402049,0.383105666
1,0.525308014,0.513859009
1,0.440134476,0.434600845
0,0.410215051,0.337108494
0,0.51277822,0.624476253
0,0.23833691,0.261674529
1,0.523893775,0.561436568
0,0.422605748,0.441061185
1,0.615933416,0.474658367
1,0.64880832,0.582234426
1,0.578127596,0.657084406
0,0.397030943,0.303193733
0,0.532766738,0.411914024
1,0.571958416,0.71441477
1,0.601533537,0.644726587
1,0.562795913,0.469920114
0,0.354573134,0.387513266
0,0.428395269,0.352541568
0,0.547988995,0.578902933
1,0.406242798,0.364474064
0,0.441095904,0.339573562
1,0.407666108,0.46525129
1,0.612302123,0.614716417
1,0.804065706,0.90298849
1,0.628321089,0.600967954
1,0.518474045,0.635790552
0,0.496599954,0.545293952
0,0.442616437,0.327734668
0,0.461344156,0.431092919
1,0.382343412,0.305690024
0,0.402419535,0.461096743
0,0.347568425,0.333056762
1,0.425088628,0.366716671
1,0.394347073,0.341178683
1,0.433124804,0.368847117
1,0.455471229,0.490098231
1,0.461536497,0.471325268
0,0.500875929,0.668450823
1,0.597286847,0.492565073
0,0.484364936,0.457848665
0,0.350246952,0.347388839
0,0.344186326,0.28219162
0,0.469615823,0.457637629
0,0.556777749,0.671229849
1,0.471943466,0.441385115
0,0.405651304,0.34249312
0,0.553103004,0.545936292
0,0.732457245,0.729327734
0,0.442250904,0.508162737
0,0.42273174,0.419259829
1,0.725505951,0.557729096
1,0.614914176,0.622280456
0,0.439263237,0.34809707
0,0.46378612,0.639097029
1,0.510724821,0.506583497
0,0.314821575,0.207140835
0,0.43063485,0.431003772
0,0.359943629,0.358041123
0,0.384792248,0.331832539
0,0.454918215,0.391035768
0,0.566413775,0.56289944
1,0.745159857,0.871974498
1,0.708003987,0.736618496
1,0.632564713,0.688906699
1,0.532274144,0.5554895
1,0.438227645,0.446512177
0,0.396570647,0.349288374
0,0.37061146,0.358748489
0,0.389029093,0.372519938
1,0.417453821,0.3741004
1,0.490393008,0.512506793
0,0.460053928,0.639450258
1,0.5269283,0.521129507
0,0.556623121,0.613602996
0,0.442263136,0.530526531
0,0.534800706,0.520754826
0,0.234639592,0.431241777
0,0.336970185,0.293434379
0,0.534782558,0.51602005
0,0.396813735,0.313272444
0,0.473601191,0.394584371
0,0.453356118,0.445478663
1,0.390434841,0.323964706
1,0.56756831,0.619626616
1,0.557259175,0.730794609
0,0.397493083,0.345130976
1,0.38370863,0.360638762
1,0.455535227,0.670155894
0,0.556693551,0.502899699
1,0.547089011,0.643901935
1,0.57057255,0.755511828
1,0.455772297,0.434371817
0,0.537655119,0.50135742
0,0.599500994,0.773218953
0,0.395564219,0.390564257
0,0.392894647,0.364698501
0,0.533305184,0.35831428
1,0.516261269,0.458675918
0,0.566571185,0.756447559
0,0.35288237,0.324414015
1,0.378749966,0.393443113
0,0.527860822,0.660577712
1,0.494487723,0.487689553
1,0.540192423,0.592027072
1,0.603053476,0.754311921
1,0.639379572,0.792796429
1,0.648943865,0.778779944
1,0.452903573,0.444333804
1,0.641045504,0.658252642
1,0.506272691,0.504962691
0,0.414829478,0.394204271
0,0.373159451,0.383622826
1,0.509208102,0.446579528
0,0.417840593,0.362621427
0,0.438185523,0.377618833
1,0.500543908,0.478285781
1,0.578436695,0.515024567
0,0.402356417,0.661515876
0,0.552950253,0.555545567
1,0.363809376,0.338322487
0,0.417959023,0.37773393
0,0.438030289,0.310064456
1,0.411838561,0.340651415
1,0.455818578,0.367730119
0,0.627707646,0.646800988
0,0.486214394,0.514161877
1,0.731154129,0.804575137
0,0.35420718,0.420947138
1,0.6029603,0.560366593
0,0.394732414,0.355313965
1,0.455463917,0.461158331
1,0.621740213,0.698145949
1,0.461895668,0.399216713
0,0.459970999,0.556996284
0,0.530957632,0.508441624
1,0.543071785,0.381750544
0,0.395845823,0.40062462
0,0.430870627,0.432750036
0,0.485365409,0.814610572
1,0.462121388,0.466241519
0,0.46979237,0.370260608
1,0.684957608,0.478745669
0,0.489173178,0.435755935
0,0.320394218,0.302873382
1,0.622982841,0.616540336
1,0.595122082,0.713611593
0,0.510717958,0.467127465
0,0.418605198,0.426103035
1,0.664966758,0.76316012
1,0.554588502,0.579469958
1,0.501172513,0.500163496
1,0.543181543,0.385711195
1,0.597568537,0.721018368
0,0.495888757,0.391426402
1,0.667824978,0.80257602
0,0.474239913,0.429819801
1,0.556309222,0.471332545
0,0.510327261,0.506069211
1,0.720136358,0.655210536
0,0.427999593,0.392281115
1,0.525154901,0.52810295
1,0.493623633,0.492865866
1,0.529960579,0.429343813
1,0.510647923,0.615684517
0,0.536815495,0.48675425
0,0.407485961,0.458358869
0,0.337342309,0.341918475
0,0.401163028,0.405810492
0,0.451653884,0.427759679
1,0.581412675,0.56632173
0,0.474117038,0.508887055
0,0.432139401,0.402111336
1,0.537004889,0.502839861
1,0.525478317,0.428205101
0,0.483912093,0.448468856
1,0.595527031,0.603131417
1,0.526415343,0.613730809
0,0.665068908,0.615318738
0,0.42973009,0.383884765
0,0.401802034,0.381322069
1,0.491411418,0.471212256
1,0.469605527,0.433376199
0,0.326303809,0.418832504
1,0.754524633,0.778071541
0,0.318602756,0.320464676
1,0.434234756,0.45424893
0,0.572426523,0.575228136
1,0.317636655,0.298801089
1,0.491799633,0.494066844
0,0.582330493,0.491657777
0,0.329569002,0.37289124
1,0.508642426,0.515907817
0,0.398157968,0.5431677
0,0.421270657,0.383339303
0,0.638827068,0.575144734
0,0.381718911,0.446558055
1,0.556331222,0.518577556
1,0.556093536,0.464427229
0,0.502419372,0.391662648
0,0.699373496,0.530916221
0,0.637979236,0.61871724
1,0.486184882,0.354668782
0,0.681742596,0.712478779
0,0.388877358,0.481519744
1,0.559527065,0.725765743
0,0.391460425,0.463125089
1,0.716116991,0.701320291
1,0.456658404,0.364256534
1,0.472093147,0.771242617
0,0.537886107,0.549518425
0,0.470101561,0.514077224
0,0.662462673,0.782318359
0,0.424918459,0.375890473
0,0.511120566,0.473930905
0,0.433714555,0.474833187
0,0.453109177,0.408574893
0,0.454930761,0.372450344
1,0.461247291,0.386659369
0,0.40342929,0.27054928
1,0.43390536,0.500703667
1,0.528270329,0.727154512
1,0.602520964,0.662353791
0,0.643764415,0.750358485
1,0.601727079,0.545378195
1,0.326423912,0.293789814
1,0.488452282,0.503844017
1,0.473687803,0.432024199
0,0.50341891,0.531298794
1,0.411104314,0.340359516
1,0.433223493,0.35384131
0,0.342829079,0.305263352
0,0.461025022,0.506861239
0,0.621887803,0.67898542
1,0.423103133,0.39562195
1,0.523515968,0.405362287
1,0.492299027,0.514909426
0,0.438078543,0.383199785
1,0.395293411,0.307110735
1,0.483350764,0.29549631
0,0.530957781,0.54582402
0,0.356295654,0.391719518
0,0.513343125,0.442406227
1,0.474391015,0.455890748
0,0.528454946,0.504147931
1,0.552254333,0.471101218
1,0.591738286,0.742236228
1,0.627818916,0.579073121
0,0.358335284,0.44600295
1,0.437354961,0.494008572
0,0.488254853,0.402167357
0,0.471764424,0.47549078
0,0.505412162,0.464166618
1,0.489826705,0.450614474
1,0.445287371,0.348825738
1,0.514552979,0.62697459
1,0.471010642,0.361387805
0,0.506387577,0.545546684
0,0.470598713,0.439221333
1,0.568903172,0.589051703
1,0.488904023,0.404860011
1,0.698160138,0.517628994
0,0.523247957,0.483130342
0,0.305210004,0.336368481
1,0.61891327,0.602790057
0,0.387646811,0.444483087
0,0.38199206,0.297293359
1,0.56089344,0.541305655
0,0.582560793,0.796645369
0,0.423965117,0.517894975
1,0.631436369,0.550156206
1,0.586376648,0.484729695
1,0.781658651,0.910552504
0,0.446010096,0.399088695
0,0.585935121,0.599579824
1,0.822876563,0.979028519
0,0.511543708,0.516274064
0,0.508690973,0.559506851
0,0.358896643,0.451004968
1,0.512740868,0.46599536
1,0.426899415,0.414311537
0,0.468402268,0.469076176
1,0.557135568,0.60331309
1,0.541215542,0.574326535
1,0.516773632,0.549936679
0,0.493434415,0.375163891
1,0.811087306,0.841145965
1,0.513274089,0.486064905
1,0.432278356,0.410299093
1,0.729063379,0.96970898
0,0.487375903,0.393733477
1,0.761729401,0.894492609
1,0.480972094,0.322780238
1,0.399919553,0.305744893
0,0.55533719,0.644059449
0,0.446629535,0.475916638
1,0.467039626,0.600162234
1,0.633150834,0.61880114
0,0.366942846,0.329524118
